Name,Location,Tagline,Category,Website,Founded,Description
PressKit.pk,Lahore,In the PressKit  there's page builder for press releases  company information and the stuff journalists often ask for coverage.,SaaS,https://www.presskit.pk,4th July  2017 ,In the PressKit.pk  there's a page builder for press releases  company information and the stuff journalists often ask for coverage. Company staff  contacts  media downloads  photos  logos  PR and videos. It is definitely for small businesses and startups. Startups get the primary benefits for the PR purpose. PressKit.Pk is Completely Free to use because we want as many people using it as possible. 
Price Blaze,Pakistan,Priceblaze.pk is leading price comparison engine where you can compare prices online on millions of products from top brands in Pakistan.,Shopping,http://www.priceblaze.pk/,4th August  2015 ,Provides the best online shopping experience in Pakistan with price comparison features. 
Print3d Pakistan,Karachi  Pakistan,3D printing related,Hardware & Software,http://www.print3d.com.pk,Not Provided. ,No Description
Procheck,Karachi  Pakistan,ProCheck works with Pharmaceutical companies to provide patient engagement and brand protection.,Healthcare  Medicine,http://procheck.pk/,2015,No Description
ProFlowers.pk,Lahore  Pakistan,ProFlowers.pk is an online Flowers delivery service in Pakistan. We are offering vast range of fresh flowers at customer doorsteps .,Florist,https://proflowers.pk/,1st September  2016 ,ProFlowers.pk is the largest privately owned online flower company in the Pakistan. We strive to make your experience ordering flowers with us unforgettable. Our online store offers a collection of exclusive gifts including teddy bear  leather wallets; customize chocolate cakes and balloon delivery  for same day delivery flowers or next day delivery. We know that when you send flowers online it comes from the heart  so we work hard to ensure your bouquets are fresh  lovely  and attractive and delivered on time to celebrate every occasion.
Project 50 Kids,Lahore  Pakistan,We work on making students from low cost schools in Pakistan digitally literacy along with focusing on creativity & critical thinking skills,Education and Technology,http://www.project50kids.com,1st January  2015 ,Project 50 Kids is an initiative taken by university students in Lahore which envisions making technology accessible to every child par all sorts of discrimination BUT in its true sense. Children at a very early age need to understand the actual power technology beholds. We need to make self-exploratory learning second nature to our youth in order to see our future generations excel at an international level. Project 50 Kids reaches out to students from low-cost public and private schools with the intention of making them digitally literate while enhancing their thought processesâ€™ by helping them unearth their creativity and develop critical thinking skills.
ProPakistani.pk,Islamabad  Pakistan,Tech news portal for Pakistan.,Media  News  Publication,https://propakistani.pk,5th May  2008 ,No Description
Pursuit.pk,Islamabad  Pakistan,Latest jobs in Pakistan  Karachi  Lahore  Islamabad  Rawalpindi  Faisalabad. ,Community,https://www.pursuit.pk/,11th November  2017 ,Publish latest jobs in Pakistan  Karachi  Lahore  Islamabad  Rawalpindi  Faisalabad. 
Qanoon Pakistan,Lahore  Pakistan,Qanoon.com.pk is providing Online Legal Consultancy to a Layman  Overseas & Corporate Sector  Case Management System for lawyers & Law firm.,Web Application,http://qanoon.com.pk,13th September  2015 ,Qanoon.com.pk is providing Online Legal Consultancy services to a Layman  Overseas & Corporate Sector  which are currently not available in Pakistan. It provides simplicity of finding the best Lawyers in the country  according to their Law Practices. In addition to this  we also offer carefully designed Practice Management System for Lawyers  Law Firms & Courts. Using this solution  users can manage all their day-to-day operations efficiently.
Qbatch,Lahore  Pakistan,A startup focusing on cutting edge Web Development Frameworks Currently we are working on Ruby on Rails and NodeJS  ReactJS  Meteor.,Consulting  Software,http://qbatch.com,1st January  2016 ,A startup focusing on cutting edge Web Development Frameworks Currently we are working on Ruby on Rails and NodeJS  ReactJS  Meteor.
QC Technologies ,Lahore  Pakistan,WE CODE YOUR DREAMS!,Consulting  Information Technology and Services,http://www.qc-technologies.com,2010,QC Technologies is part of Danta Health LLC  a U.S. company affiliated with a Latin America conglomerate of companies that has a presence in seven countries in Latin America. Danta Health LLC is headquartered in Texas  Austin. 
QuicknEasy Solutions,Karachi  Pakistan,QuicknEasy Solutions (QnE) is a customer oriented e-commerce platform that aims to take care of all your shopping needs. ,Technology,http://qne.com.pk,Not Provided. ,QuicknEasy Solutions (QnE)  a business launched under Premier Agencies  is a customer oriented e-commerce platform that aims to take care of all the shopping needs in a smart way simplifying lives for all customers. It features more than 700 products ranging from dairy to personal care products.
Queno,Karachi  Pakistan,Queno is an educational platform aiming to build an E-communication bond between schools and parents. ,Technology,No Website,Not Provided. ,Queno is an educational platform aiming to build an E-communication bond between schools and parents. Through the platform  parents can keep an eye on their childrenâ€™s progress and watch for updates in real time on their mobile phones.
QuickInvoice,Karachi,QuickInvoice is the simplest way to manage invoices and payments for freelancers and small businesses.,Web Application,https://quickinvoiceonline.com/,5th January  2015 ,Quick and easy invoicing Our application makes billing your clients easier. Never miss a single payment.
